27, 8, pa1-debug-c-output-1.txt
  198.05,   206.44,   205.18
  392.31,   399.95,   200.22
  211.48,   209.27,   208.10
  210.51,   211.43,   333.08
  209.53,   213.59,   458.05
  213.35,   334.24,   205.95
  212.37,   336.40,   330.93
  211.40,   338.56,   455.91
  215.22,   459.21,   203.81
  214.24,   461.37,   328.79
  213.27,   463.53,   453.76
  336.46,   207.42,   209.11
  335.49,   209.58,   334.08
  334.51,   211.74,   459.06
  338.33,   332.39,   206.96
  337.36,   334.55,   331.94
  336.38,   336.71,   456.92
  340.20,   457.36,   204.81
  339.22,   459.52,   329.79
  338.25,   461.68,   454.77
  461.44,   205.57,   210.11
  460.47,   207.73,   335.09
  459.50,   209.89,   460.07
  463.31,   330.54,   207.97
  462.34,   332.70,   332.94
  461.36,   334.86,   457.92
  465.18,   455.50,   205.82
  464.21,   457.66,   330.80
  463.23,   459.83,   455.78
  210.32,   208.88,   448.54
  210.74,   210.47,   573.53
  211.16,   212.06,   698.52
  208.87,   333.87,   446.96
  209.29,   335.45,   571.95
  209.71,   337.04,   696.94
  207.42,   458.85,   445.38
  207.84,   460.43,   570.37
  208.26,   462.02,   695.36
  335.31,   210.33,   448.10
  335.73,   211.92,   573.09
  336.15,   213.50,   698.08
  333.86,   335.31,   446.52
  334.28,   336.90,   571.51
  334.70,   338.48,   696.50
  332.41,   460.29,   444.94
  332.83,   461.88,   569.93
  333.25,   463.46,   694.92
  460.30,   211.78,   447.66
  460.72,   213.36,   572.65
  461.14,   214.95,   697.64
  458.85,   336.76,   446.08
  459.27,   338.34,   571.07
  459.69,   339.93,   696.06
  457.40,   461.74,   444.50
  457.82,   463.33,   569.49
  458.24,   464.91,   694.48
  209.95,   448.53,   211.28
  211.68,   448.09,   336.27
  213.40,   447.65,   461.26
  209.83,   573.52,   211.72
  211.55,   573.09,   336.71
  213.28,   572.65,   461.69
  209.71,   698.52,   212.16
  211.43,   698.09,   337.15
  213.16,   697.65,   462.13
  334.94,   448.65,   209.56
  336.66,   448.22,   334.55
  338.39,   447.78,   459.53
  334.82,   573.65,   210.00
  336.54,   573.21,   334.98
  338.27,   572.78,   459.97
  334.70,   698.65,   210.44
  336.42,   698.21,   335.42
  338.14,   697.78,   460.41
  459.93,   448.78,   207.84
  461.65,   448.34,   332.82
  463.37,   447.91,   457.81
  459.81,   573.78,   208.28
  461.53,   573.34,   333.26
  463.25,   572.91,   458.25
  459.69,   698.78,   208.71
  461.41,   698.34,   333.70
  463.13,   697.90,   458.69
  210.90,   451.14,   449.47
  212.45,   452.05,   574.45
  213.99,   452.97,   699.44
  209.48,   576.12,   448.57
  211.02,   577.04,   573.55
  212.56,   577.96,   698.54
  208.05,   701.11,   447.67
  209.59,   702.03,   572.65
  211.13,   702.95,   697.64
  335.89,   452.55,   447.92
  337.43,   453.47,   572.90
  338.97,   454.39,   697.89
  334.46,   577.54,   447.02
  336.00,   578.46,   572.00
  337.54,   579.38,   696.99
  333.03,   702.53,   446.12
  334.58,   703.45,   571.10
  336.12,   704.36,   696.09
  460.87,   453.97,   446.36
  462.41,   454.88,   571.35
  463.95,   455.80,   696.34
  459.44,   578.95,   445.46
  460.98,   579.87,   570.45
  462.53,   580.79,   695.44
  458.02,   703.94,   444.56
  459.56,   704.86,   569.55
  461.10,   705.78,   694.54
  449.07,   209.33,   208.41
  452.52,   206.15,   333.32
  455.97,   202.97,   458.23
  446.20,   334.25,   211.67
  449.65,   331.08,   336.58
  453.10,   327.90,   461.49
  443.32,   459.18,   214.92
  446.77,   456.00,   339.84
  450.22,   452.82,   464.75
  573.99,   212.30,   205.03
  577.44,   209.12,   329.94
  580.89,   205.94,   454.86
  571.11,   337.22,   208.29
  574.56,   334.04,   333.20
  578.02,   330.86,   458.11
  568.24,   462.14,   211.55
  571.69,   458.97,   336.46
  575.14,   455.79,   461.37
  698.91,   215.26,   201.66
  702.36,   212.08,   326.57
  705.81,   208.90,   451.48
  696.03,   340.18,   204.92
  699.48,   337.01,   329.83
  702.93,   333.83,   454.74
  693.16,   465.11,   208.17
  696.61,   461.93,   333.09
  700.06,   458.75,   458.00
  451.89,   208.05,   450.39
  450.15,   211.05,   575.34
  448.40,   214.05,   700.29
  455.43,   332.97,   447.44
  453.69,   335.96,   572.39
  451.94,   338.96,   697.34
  458.97,   457.88,   444.49
  457.23,   460.88,   569.44
  455.49,   463.88,   694.40
  576.83,   204.55,   452.22
  575.08,   207.55,   577.17
  573.34,   210.55,   702.12
  580.37,   329.47,   449.27
  578.63,   332.47,   574.22
