200 pa4-B-Debug-Output.txt						
-10.52	-26.20	-15.11	-10.52	-26.20	-15.10	 0.01
 3.96	-7.36	55.29	 3.96	-7.34	55.29	 0.02
17.43	26.93	-3.57	17.42	26.91	-3.57	 0.02
-10.73	-29.18	-20.75	-10.74	-29.17	-20.75	 0.01
26.29	20.82	13.30	26.28	20.82	13.30	 0.01
-21.90	-18.54	-6.41	-21.90	-18.54	-6.40	 0.01
24.92	15.85	-28.04	24.91	15.84	-28.03	 0.02
-1.40	16.37	55.55	-1.42	16.39	55.55	 0.02
14.74	-2.15	-22.19	14.75	-2.16	-22.18	 0.01
-27.89	-11.15	-6.62	-27.89	-11.14	-6.61	 0.01
-6.85	 8.29	45.59	-6.85	 8.29	45.59	 0.00
-8.51	 7.19	-26.55	-8.51	 7.19	-26.55	 0.01
20.36	-12.12	-20.78	20.35	-12.13	-20.79	 0.01
20.72	-14.47	-17.29	20.72	-14.48	-17.30	 0.01
17.33	10.43	-27.80	17.33	10.43	-27.80	 0.00
26.11	 5.35	31.13	26.11	 5.35	31.13	 0.00
 5.86	-7.02	46.51	 5.86	-7.00	46.51	 0.02
-29.60	-24.11	-10.54	-29.59	-24.11	-10.54	 0.01
36.66	13.07	 7.13	36.65	13.07	 7.12	 0.01
-13.43	 5.50	-8.32	-13.43	 5.50	-8.32	 0.00
37.47	-1.07	-0.83	37.49	-1.09	-0.83	 0.03
37.38	 2.98	-14.38	37.37	 2.98	-14.38	 0.01
20.75	 3.28	-26.83	20.76	 3.28	-26.83	 0.00
-27.11	-12.16	-6.33	-27.11	-12.16	-6.32	 0.01
-4.27	-25.91	-26.79	-4.27	-25.91	-26.79	 0.00
-10.55	 7.05	-9.85	-10.55	 7.05	-9.85	 0.00
-39.74	-12.58	-35.60	-39.74	-12.58	-35.60	 0.01
37.58	-1.13	-4.43	37.61	-1.16	-4.43	 0.04
 2.11	-6.82	45.86	 2.11	-6.81	45.86	 0.01
16.16	 2.67	-21.72	16.17	 2.67	-21.71	 0.02
12.41	-6.26	45.91	12.40	-6.26	45.91	 0.01
-12.02	-27.77	-16.16	-12.02	-27.77	-16.16	 0.00
-3.56	19.04	11.23	-3.55	19.04	11.24	 0.01
12.04	-10.88	 8.62	12.04	-10.89	 8.62	 0.01
-38.54	-18.91	-37.58	-38.54	-18.91	-37.58	 0.01
-21.62	-20.09	-6.68	-21.62	-20.09	-6.68	 0.00
28.72	-1.47	18.77	28.74	-1.48	18.78	 0.02
14.19	23.61	21.73	14.19	23.60	21.73	 0.00
39.72	 4.80	 3.00	39.74	 4.80	 3.00	 0.02
14.71	-11.66	 5.44	14.71	-11.68	 5.46	 0.02
-4.85	-2.60	61.72	-4.85	-2.60	61.72	 0.00
17.25	26.25	 7.29	17.25	26.25	 7.29	 0.01
-16.16	-12.41	-3.08	-16.16	-12.41	-3.07	 0.00
 2.53	24.09	15.42	 2.52	24.09	15.42	 0.00
37.74	11.16	-6.21	37.73	11.15	-6.21	 0.01
-5.08	-0.75	62.71	-5.09	-0.75	62.72	 0.01
-31.40	-8.58	-7.18	-31.42	-8.56	-7.17	 0.02
-43.62	-5.55	-23.09	-43.61	-5.55	-23.09	 0.01
-5.71	-26.80	-24.09	-5.71	-26.80	-24.09	 0.00
32.23	18.40	-4.05	32.23	18.40	-4.05	 0.00
-0.95	-3.53	-28.24	-0.95	-3.53	-28.23	 0.00
10.61	-6.93	25.53	10.61	-6.94	25.53	 0.01
-36.63	 5.71	-25.42	-36.64	 5.71	-25.42	 0.01
31.74	13.80	-22.80	31.73	13.80	-22.80	 0.01
-39.78	-19.50	-17.40	-39.78	-19.50	-17.40	 0.00
33.00	 6.61	-24.48	33.01	 6.61	-24.49	 0.02
 4.27	-16.13	-20.86	 4.27	-16.13	-20.86	 0.00
-0.84	21.85	35.09	-0.84	21.86	35.09	 0.01
-31.58	 5.49	-15.10	-31.58	 5.50	-15.10	 0.00
-42.15	-17.34	-28.77	-42.14	-17.34	-28.77	 0.01
-37.58	-11.50	-10.55	-37.58	-11.50	-10.56	 0.01
-16.95	10.69	-34.46	-16.95	10.70	-34.46	 0.00
21.32	 0.71	48.75	21.30	 0.71	48.74	 0.01
19.08	23.93	14.52	19.07	23.92	14.51	 0.01
25.31	23.64	 5.74	25.30	23.63	 5.74	 0.02
-21.28	-30.66	-16.51	-21.28	-30.66	-16.51	 0.00
-9.71	-1.60	17.69	-9.71	-1.60	17.69	 0.00
12.94	16.64	-17.67	12.95	16.65	-17.67	 0.01
-34.93	-24.56	-15.98	-34.93	-24.56	-15.98	 0.00
-14.46	21.87	23.31	-14.46	21.87	23.31	 0.00
-3.94	-10.29	10.51	-3.93	-10.28	10.51	 0.01
28.23	16.44	-24.79	28.23	16.43	-24.78	 0.01
33.54	17.21	 5.87	33.53	17.21	 5.87	 0.01
26.22	20.21	14.36	26.22	20.21	14.37	 0.00
10.36	21.77	39.00	10.36	21.77	39.00	 0.01
26.84	-4.12	-26.48	26.83	-4.12	-26.48	 0.01
27.50	22.19	-18.23	27.49	22.19	-18.23	 0.01
29.09	20.68	 9.01	29.08	20.67	 9.01	 0.01
-40.81	-12.25	-30.31	-40.81	-12.25	-30.30	 0.01
-3.24	15.37	51.67	-3.25	15.38	51.67	 0.01
 6.29	17.97	62.77	 6.29	17.98	62.78	 0.02
32.67	12.65	12.58	32.68	12.65	12.58	 0.01
-24.87	11.28	-21.15	-24.87	11.28	-21.15	 0.00
20.80	 3.79	60.38	20.79	 3.79	60.38	 0.01
35.96	-2.94	 8.15	35.98	-2.96	 8.16	 0.03
35.28	14.97	-5.80	35.27	14.97	-5.80	 0.01
-6.38	 0.98	41.92	-6.39	 0.99	41.92	 0.01
-9.44	-25.19	-14.35	-9.44	-25.19	-14.35	 0.00
-14.19	 9.18	-18.18	-14.19	 9.18	-18.18	 0.00
-5.83	-0.41	47.85	-5.84	-0.41	47.85	 0.01
18.07	22.58	24.44	18.07	22.57	24.44	 0.01
29.95	 0.10	-27.70	29.96	 0.09	-27.71	 0.01
26.76	10.74	26.43	26.77	10.74	26.43	 0.01
-26.86	-27.32	-39.88	-26.86	-27.32	-39.88	 0.01
37.12	 4.08	-14.48	37.12	 4.08	-14.48	 0.00
 4.76	-6.55	-24.34	 4.76	-6.55	-24.33	 0.01
-2.36	-0.05	-27.67	-2.36	-0.05	-27.67	 0.01
