27, 8, pa1-debug-d-output-1.txt
  208.23,   198.62,   202.20
  390.40,   406.63,   204.07
  209.52,   208.55,   211.38
  211.71,   207.58,   336.35
  213.90,   206.61,   461.33
  210.02,   333.55,   212.34
  212.21,   332.58,   337.32
  214.40,   331.60,   462.30
  210.51,   458.54,   213.31
  212.70,   457.57,   338.29
  214.89,   456.60,   463.26
  334.50,   208.07,   209.18
  336.69,   207.10,   334.16
  338.88,   206.13,   459.14
  335.00,   333.07,   210.15
  337.19,   332.10,   335.13
  339.38,   331.12,   460.10
  335.49,   458.06,   211.12
  337.68,   457.09,   336.09
  339.87,   456.12,   461.07
  459.48,   207.59,   206.99
  461.67,   206.62,   331.97
  463.86,   205.65,   456.94
  459.98,   332.59,   207.96
  462.17,   331.62,   332.93
  464.36,   330.64,   457.91
  460.47,   457.58,   208.92
  462.66,   456.61,   333.90
  464.85,   455.64,   458.88
  211.12,   210.44,   448.87
  211.65,   211.93,   573.86
  212.19,   213.43,   698.85
  213.34,   335.41,   447.36
  213.88,   336.90,   572.35
  214.42,   338.40,   697.34
  215.57,   460.38,   445.86
  216.10,   461.87,   570.85
  216.64,   463.37,   695.84
  336.10,   208.20,   448.36
  336.63,   209.70,   573.35
  337.17,   211.20,   698.34
  338.32,   333.18,   446.85
  338.86,   334.67,   571.84
  339.39,   336.17,   696.83
  340.55,   458.15,   445.35
  341.08,   459.64,   570.34
  341.62,   461.14,   695.33
  461.07,   205.97,   447.85
  461.61,   207.47,   572.84
  462.15,   208.97,   697.83
  463.30,   330.94,   446.34
  463.84,   332.44,   571.33
  464.37,   333.94,   696.32
  465.52,   455.92,   444.84
  466.06,   457.41,   569.83
  466.60,   458.91,   694.82
  208.25,   450.13,   208.28
  204.52,   447.91,   333.20
  200.79,   445.69,   458.13
  207.48,   575.11,   210.48
  203.75,   572.89,   335.40
  200.02,   570.67,   460.33
  206.71,   700.09,   212.67
  202.98,   697.87,   337.60
  199.25,   695.65,   462.52
  333.19,   450.84,   212.02
  329.47,   448.62,   336.95
  325.74,   446.40,   461.87
  332.42,   575.82,   214.22
  328.69,   573.60,   339.14
